city,timestamp,temperature,season
New York,2010-04-18,7.392548200343234,spring
New York,2010-04-19,9.022158152515146,spring
New York,2010-04-20,4.417570805704274,spring
New York,2010-04-21,16.860791229448104,spring
New York,2010-04-22,10.712733200495471,spring
New York,2010-04-23,1.4001983253136387,spring
New York,2010-04-24,4.333336550606037,spring
New York,2010-04-25,14.033188267762638,spring
New York,2010-04-26,9.78821491035821,spring
New York,2010-04-27,0.40767650038093883,spring
New York,2010-04-28,6.507436640169501,spring
New York,2010-04-29,11.616154677435652,spring
New York,2010-04-30,5.378324519810666,spring
New York,2010-05-01,12.848439783098591,spring
New York,2010-05-02,11.80102248493374,spring
New York,2010-05-03,8.248276653402765,spring
New York,2010-05-04,7.088997818834093,spring
New York,2010-05-05,7.803237921675057,spring
New York,2010-05-06,3.8057599974229355,spring
New York,2010-05-07,10.36515387222578,spring
New York,2010-05-08,16.917528090993326,spring
New York,2010-05-09,9.939471147416404,spring
New York,2010-05-10,7.977429208331168,spring
New York,2010-05-11,6.203772538226317,spring
New York,2010-05-12,3.889330823246995,spring
New York,2010-05-13,16.4917289254809,spring
New York,2010-05-14,11.872042364859965,spring
New York,2010-05-15,13.789081454317895,spring
New York,2010-05-16,11.044028781697905,spring
New York,2010-05-17,12.86270827121279,spring
New York,2010-05-18,14.28035850579749,spring
New York,2010-05-19,15.60851715301498,spring
New York,2010-05-20,8.12808095466543,spring
New York,2010-05-21,10.540736187925994,spring
New York,2010-05-22,13.964237878155952,spring
New York,2010-05-23,6.668346913501331,spring
New York,2010-05-24,10.434776558021456,spring
New York,2010-05-25,6.52386885817965,spring
New York,2010-05-26,8.83842396485001,spring
New York,2010-05-27,8.160897992753132,spring
New York,2010-05-28,3.4084361722883596,spring
New York,2010-05-29,7.7394503220685085,spring
New York,2010-05-30,21.046930772933216,spring
New York,2010-05-31,5.181567825905807,spring
New York,2010-06-01,28.66365503706999,summer
New York,2010-06-02,9.833690759338234,summer
New York,2010-06-03,24.554165732376937,summer
New York,2010-06-04,25.837691160041306,summer
New York,2010-06-05,19.66972778622796,summer
New York,2010-06-06,31.24776883465368,summer
New York,2010-06-07,25.29564499809711,summer
New York,2010-06-08,18.515711755809292,summer
New York,2010-06-09,20.653531700235092,summer
New York,2010-06-10,24.22113055388734,summer
New York,2010-06-11,31.399947108770142,summer
New York,2010-06-12,17.7690552994544,summer
New York,2010-06-13,25.54368350883177,summer
New York,2010-06-14,23.515489497420713,summer
New York,2010-06-15,23.51571912144818,summer
New York,2010-06-16,20.753438746407788,summer
New York,2010-06-17,19.51880860467762,summer
New York,2010-06-18,24.9540134083944,summer
New York,2010-06-19,16.54583628199518,summer
New York,2010-06-20,25.421956719906035,summer
New York,2010-06-21,26.773715977163935,summer
New York,2010-06-22,25.230084508405742,summer
New York,2010-06-23,26.51778177114067,summer
New York,2010-06-24,20.192139160253227,summer
New York,2010-06-25,29.671024334925857,summer
New York,2010-06-26,26.06439560228154,summer
New York,2010-06-27,25.51421865501481,summer
New York,2010-06-28,23.197696094652912,summer
New York,2010-06-29,31.101020178184356,summer
New York,2010-06-30,25.47799329510658,summer
New York,2010-07-01,25.604619051311982,summer
New York,2010-07-02,30.623881629585508,summer
New York,2010-07-03,27.896294530946584,summer
New York,2010-07-04,20.555178707046693,summer
New York,2010-07-05,17.20473992841257,summer
New York,2010-07-06,22.255118613643944,summer
New York,2010-07-07,40.956972509036845,summer
New York,2010-07-08,18.62573544858195,summer
New York,2010-07-09,23.063092158806136,summer
New York,2010-07-10,23.18425513334662,summer
New York,2010-07-11,26.83225304148435,summer
New York,2010-07-12,26.175337558854082,summer
New York,2010-07-13,30.331885186958676,summer
New York,2010-07-14,32.009415343883326,summer
New York,2010-07-15,23.595874892747048,summer
New York,2010-07-16,18.963608308083646,summer
New York,2010-07-17,35.296249575147755,summer
New York,2010-07-18,21.556912788310047,summer
New York,2010-07-19,34.508215187984995,summer
New York,2010-07-20,26.41800250353283,summer
New York,2010-07-21,27.873152357606557,summer
New York,2010-07-22,32.84780462212395,summer
New York,2010-07-23,19.006664277801026,summer
New York,2010-07-24,20.458065280920508,summer
New York,2010-07-25,21.156124025799926,summer
New York,2010-07-26,24.34990587692156,summer
New York,2010-07-27,18.909007850935225,summer
New York,2010-07-28,20.399883677611314,summer
New York,2010-07-29,22.83302599147181,summer
New York,2010-07-30,36.00204929358811,summer
New York,2010-07-31,24.046306464649977,summer
New York,2010-08-01,25.432409472414907,summer
New York,2010-08-02,30.800587892282284,summer
New York,2010-08-03,26.932884185861415,summer
New York,2010-08-04,22.525255190015297,summer
New York,2010-08-05,11.731702870608077,summer
New York,2010-08-06,29.100036322189354,summer
New York,2010-08-07,23.99047531209249,summer
New York,2010-08-08,21.37812292753303,summer
New York,2010-08-09,19.05562282307422,summer
New York,2010-08-10,19.734489765636727,summer
New York,2010-08-11,36.360366586993536,summer
New York,2010-08-12,27.709318550850973,summer
New York,2010-08-13,25.795584475801803,summer
New York,2010-08-14,25.91415506052494,summer
New York,2010-08-15,24.77297620294409,summer
New York,2010-08-16,33.79586373303866,summer
New York,2010-08-17,21.456830456812217,summer
New York,2010-08-18,28.121123064620004,summer
New York,2010-08-19,10.15531443665572,summer
New York,2010-08-20,19.653789330568117,summer
New York,2010-08-21,20.86544728349175,summer
New York,2010-08-22,21.426779815832802,summer
New York,2010-08-23,21.74349803658741,summer
New York,2010-08-24,36.13170917941094,summer
New York,2010-08-25,17.43473956593952,summer
New York,2010-08-26,27.86090821073373,summer
New York,2010-08-27,27.75604422358792,summer
New York,2010-08-28,24.151601101192394,summer
New York,2010-08-29,23.882291677818557,summer
New York,2010-08-30,20.032695491693932,summer
New York,2010-08-31,19.108370136823115,summer
New York,2010-09-01,23.01707967180844,autumn
New York,2010-09-02,20.03908455190078,autumn
New York,2010-09-03,13.926853377024049,autumn
New York,2010-09-04,19.613348321127727,autumn
New York,2010-09-05,15.237011873373763,autumn
New York,2010-09-06,12.459540094541248,autumn
New York,2010-09-07,9.561755865078357,autumn
New York,2010-09-08,15.033537428085955,autumn
New York,2010-09-09,20.771746598535998,autumn
New York,2010-09-10,12.314933777996673,autumn
New York,2010-09-11,22.228315992409023,autumn
New York,2010-09-12,21.73285565402425,autumn
New York,2010-09-13,20.207827632481433,autumn
New York,2010-09-14,11.483302499392668,autumn
New York,2010-09-15,12.156442466095832,autumn
New York,2010-09-16,11.03623768316142,autumn
New York,2010-09-17,18.9704980732064,autumn
New York,2010-09-18,8.541841754190944,autumn
New York,2010-09-19,12.845406346750263,autumn
New York,2010-09-20,19.479966754551977,autumn
New York,2010-09-21,23.567480974274652,autumn
New York,2010-09-22,13.833444730123764,autumn
New York,2010-09-23,14.97092124650233,autumn
New York,2010-09-24,4.415237388613296,autumn
New York,2010-09-25,15.223527337387916,autumn
New York,2010-09-26,9.625753696343114,autumn
New York,2010-09-27,10.667882522398173,autumn
New York,2010-09-28,19.511487005385852,autumn
New York,2010-09-29,15.164645790756309,autumn
New York,2010-09-30,27.8191649932377,autumn
New York,2010-10-01,13.195374417082045,autumn
New York,2010-10-02,15.789816902423256,autumn
New York,2010-10-03,24.207121768943388,autumn
New York,2010-10-04,19.01190602597851,autumn
New York,2010-10-05,7.864246106414416,autumn
New York,2010-10-06,13.737475488534304,autumn
New York,2010-10-07,13.667512017142663,autumn
New York,2010-10-08,14.615864432434135,autumn
New York,2010-10-09,24.799345999342723,autumn
New York,2010-10-10,19.53302341464911,autumn
New York,2010-10-11,19.165639752154593,autumn
New York,2010-10-12,12.952855639627982,autumn
New York,2010-10-13,21.675571972290584,autumn
New York,2010-10-14,14.812919901385191,autumn
New York,2010-10-15,18.71993340217085,autumn
New York,2010-10-16,21.328601275530996,autumn
New York,2010-10-17,18.020085961990063,autumn
New York,2010-10-18,16.71760289685912,autumn
New York,2010-10-19,14.104603449556217,autumn
New York,2010-10-20,20.137621464008443,autumn
New York,2010-10-21,6.388059979024689,autumn
New York,2010-10-22,16.828447863476647,autumn
New York,2010-10-23,9.7092213490908,autumn
New York,2010-10-24,22.603116122264844,autumn
New York,2010-10-25,20.163893947971484,autumn
New York,2010-10-26,10.807389887201174,autumn
New York,2010-10-27,18.187903409657867,autumn
New York,2010-10-28,18.65205433510812,autumn
New York,2010-10-29,23.83807234536502,autumn
New York,2010-10-30,13.480038873215001,autumn
New York,2010-10-31,7.364955700819568,autumn
New York,2010-11-01,17.01641068582877,autumn
New York,2010-11-02,18.50001125039566,autumn
New York,2010-11-03,14.68495486231951,autumn
New York,2010-11-04,19.721164077294226,autumn
New York,2010-11-05,16.142690953613492,autumn
New York,2010-11-06,12.437524243498178,autumn
New York,2010-11-07,12.250090460858116,autumn
New York,2010-11-08,13.725133275964414,autumn
New York,2010-11-09,10.120307714777601,autumn
New York,2010-11-10,22.292490035195367,autumn
New York,2010-11-11,22.678923052482062,autumn
New York,2010-11-12,7.816495221616351,autumn
New York,2010-11-13,6.7789263935821324,autumn
New York,2010-11-14,19.482539587621325,autumn
New York,2010-11-15,11.352036398980072,autumn
New York,2010-11-16,17.639326479381623,autumn
New York,2010-11-17,22.830270141773955,autumn
New York,2010-11-18,23.834691263240536,autumn
New York,2010-11-19,10.738501567924832,autumn
New York,2010-11-20,8.539231146389644,autumn
New York,2010-11-21,13.963221699827281,autumn
New York,2010-11-22,22.57741657005843,autumn
New York,2010-11-23,14.17154178556915,autumn
New York,2010-11-24,9.143462880365913,autumn
New York,2010-11-25,12.739585011590712,autumn
New York,2010-11-26,7.593839909473105,autumn
New York,2010-11-27,18.059701108286756,autumn
New York,2010-11-28,15.912717605278694,autumn
New York,2010-11-29,18.03626226347468,autumn
New York,2010-11-30,20.19846990678529,autumn
New York,2010-12-01,0.8920327489595126,winter
New York,2010-12-02,-0.03278619359342773,winter
New York,2010-12-03,1.0251410568058592,winter
New York,2010-12-04,-2.0069780262824715,winter
New York,2010-12-05,-1.3094069157311496,winter
New York,2010-12-06,10.2642691529831,winter
New York,2010-12-07,0.2762530043118506,winter
New York,2010-12-08,-2.0997604697014998,winter
New York,2010-12-09,2.7356065606346287,winter
New York,2010-12-10,-9.309032836192813,winter
New York,2010-12-11,-4.406111277343995,winter
New York,2010-12-12,-1.1696972602461988,winter
New York,2010-12-13,-3.9934901977190886,winter
New York,2010-12-14,-3.4055033907608596,winter
New York,2010-12-15,-1.3176804625644216,winter
New York,2010-12-16,0.28970341785126896,winter
New York,2010-12-17,0.3399168178841263,winter
New York,2010-12-18,-11.531170675100558,winter
New York,2010-12-19,-3.927566082257422,winter
New York,2010-12-20,-2.919329740768303,winter
New York,2010-12-21,-3.1213001035048022,winter
New York,2010-12-22,-6.896498328640545,winter
New York,2010-12-23,-4.48878819533918,winter
New York,2010-12-24,0.6943910894502656,winter
New York,2010-12-25,-2.066688956548191,winter
New York,2010-12-26,1.4225905997627006,winter
New York,2010-12-27,0.5016932105682005,winter
New York,2010-12-28,0.26115538653149284,winter
New York,2010-12-29,7.352815289234832,winter
New York,2010-12-30,6.224360874281993,winter
New York,2010-12-31,2.6609026143353454,winter
New York,2011-01-01,2.1935975636715073,winter
New York,2011-01-02,6.39028919354892,winter
New York,2011-01-03,4.992867525511344,winter
New York,2011-01-04,-6.141640882791506,winter
New York,2011-01-05,-2.199695087388952,winter
New York,2011-01-06,1.6298064072680236,winter
New York,2011-01-07,7.933361723328897,winter
New York,2011-01-08,1.0624272974710582,winter
New York,2011-01-09,-4.753417153147485,winter
New York,2011-01-10,-2.9041924990533023,winter
New York,2011-01-11,5.906759250681403,winter
New York,2011-01-12,-2.289430205097638,winter
New York,2011-01-13,7.420590890355157,winter
New York,2011-01-14,1.7608341342634044,winter
New York,2011-01-15,6.733079118791925,winter
New York,2011-01-16,-2.9103700060294986,winter
New York,2011-01-17,-2.224562047638606,winter
New York,2011-01-18,12.965194239900033,winter
New York,2011-01-19,-0.31827221132621997,winter
New York,2011-01-20,-1.273030040303855,winter
New York,2011-01-21,4.460924015209288,winter
New York,2011-01-22,-2.518921970714997,winter
New York,2011-01-23,-5.686867238950297,winter
New York,2011-01-24,6.824161084073048,winter
New York,2011-01-25,1.6010858124343943,winter
New York,2011-01-26,-7.986277497322912,winter
New York,2011-01-27,8.427181881264039,winter
New York,2011-01-28,5.34202761471584,winter
New York,2011-01-29,-2.3090051483486205,winter
New York,2011-01-30,4.883297175410585,winter
New York,2011-01-31,-1.5711913779204423,winter
New York,2011-02-01,-4.26720104537894,winter
New York,2011-02-02,1.1305435322738115,winter
New York,2011-02-03,-7.383099648352451,winter
New York,2011-02-04,8.934738649694042,winter
New York,2011-02-05,7.300096906987084,winter
New York,2011-02-06,5.3246836148793095,winter
New York,2011-02-07,2.5261113537325484,winter
New York,2011-02-08,-3.6218019694388075,winter
New York,2011-02-09,4.63764735172821,winter
New York,2011-02-10,-0.8946193387373733,winter
New York,2011-02-11,4.9256592480395955,winter
New York,2011-02-12,-0.15127446401289654,winter
New York,2011-02-13,-3.4908822970401725,winter
New York,2011-02-14,4.451923721803068,winter
New York,2011-02-15,-3.318440688552818,winter
New York,2011-02-16,3.758304650405153,winter
New York,2011-02-17,-2.9489610654907006,winter
New York,2011-02-18,-4.8951014188163,winter
New York,2011-02-19,-2.3544364691181685,winter
New York,2011-02-20,6.32541363992308,winter
New York,2011-02-21,7.9332403080448035,winter
New York,2011-02-22,-2.523697901095601,winter
New York,2011-02-23,2.9365715631288394,winter
New York,2011-02-24,3.4447961503388616,winter
New York,2011-02-25,-6.418921855272435,winter
New York,2011-02-26,-7.720211512440409,winter
New York,2011-02-27,-3.568879924825707,winter
New York,2011-02-28,-4.767971704891002,winter
New York,2011-03-01,7.692303183674694,spring
New York,2011-03-02,6.32667875709627,spring
New York,2011-03-03,12.563485587650687,spring
New York,2011-03-04,16.013747938166944,spring
New York,2011-03-05,11.7533731761617,spring
New York,2011-03-06,11.287792373732605,spring
New York,2011-03-07,11.67418844691137,spring
New York,2011-03-08,13.675631875825168,spring
New York,2011-03-09,11.89780348066205,spring
New York,2011-03-10,2.5965657050348154,spring
New York,2011-03-11,6.888666706903246,spring
New York,2011-03-12,19.83130155019388,spring
New York,2011-03-13,6.407295912763465,spring
New York,2011-03-14,15.1154207903589,spring
New York,2011-03-15,11.968531861033936,spring
New York,2011-03-16,8.939153709293624,spring
New York,2011-03-17,13.878356869676413,spring
New York,2011-03-18,11.951144829315012,spring
New York,2011-03-19,9.465469800528025,spring
New York,2011-03-20,7.616701418486379,spring
New York,2011-03-21,-0.6606457132932668,spring
New York,2011-03-22,2.007652540845397,spring
New York,2011-03-23,2.586253765741432,spring
New York,2011-03-24,16.49539070808995,spring
New York,2011-03-25,3.556849796744606,spring
New York,2011-03-26,4.328654640136785,spring
New York,2011-03-27,15.927327019000437,spring
New York,2011-03-28,17.783069030678746,spring
New York,2011-03-29,7.665727088551154,spring
New York,2011-03-30,9.111876670805078,spring
New York,2011-03-31,17.219737963176414,spring
New York,2011-04-01,13.230690754315878,spring
New York,2011-04-02,8.421789720143712,spring
New York,2011-04-03,10.04794351279778,spring
New York,2011-04-04,5.366011030552762,spring
New York,2011-04-05,13.083766517437544,spring
New York,2011-04-06,8.137294987480985,spring
New York,2011-04-07,5.080699553364545,spring
New York,2011-04-08,14.992843665900006,spring
New York,2011-04-09,12.990676085683345,spring
New York,2011-04-10,7.614908572253983,spring
New York,2011-04-11,11.07818581140149,spring
New York,2011-04-12,13.886105671939632,spring
New York,2011-04-13,4.5287702295903145,spring
New York,2011-04-14,17.690279129033765,spring
New York,2011-04-15,6.887724547445399,spring
New York,2011-04-16,4.5409799541601465,spring
New York,2011-04-17,21.441926546841557,spring
New York,2011-04-18,4.911924735274598,spring
New York,2011-04-19,4.77759815515403,spring
New York,2011-04-20,8.336079454166763,spring
New York,2011-04-21,4.790564946508869,spring
New York,2011-04-22,8.38213031369966,spring
New York,2011-04-23,11.111914002195862,spring
New York,2011-04-24,16.13377096950862,spring
New York,2011-04-25,11.059533453485042,spring
New York,2011-04-26,23.20559613221908,spring
New York,2011-04-27,8.467883331236797,spring
New York,2011-04-28,7.526514556894574,spring
New York,2011-04-29,6.04114794690738,spring
New York,2011-04-30,7.018922068743381,spring
New York,2011-05-01,0.043631199553013644,spring
New York,2011-05-02,7.013574243808552,spring
New York,2011-05-03,6.3547693766612525,spring
New York,2011-05-04,11.119588703236266,spring
New York,2011-05-05,8.043046580859194,spring
New York,2011-05-06,14.376883824801482,spring
New York,2011-05-07,2.693500400747931,spring
New York,2011-05-08,10.058633286245101,spring
New York,2011-05-09,8.38361330927836,spring
New York,2011-05-10,5.488630015437122,spring
New York,2011-05-11,14.588222886801141,spring
New York,2011-05-12,18.630011501988392,spring
New York,2011-05-13,5.4352338068070445,spring
New York,2011-05-14,13.869158064827978,spring
New York,2011-05-15,12.809785540170795,spring
New York,2011-05-16,9.775354068072952,spring
New York,2011-05-17,14.199985963382268,spring
New York,2011-05-18,12.84422524799221,spring
New York,2011-05-19,4.66753732813946,spring
New York,2011-05-20,19.507021452015593,spring
New York,2011-05-21,13.95912198440668,spring
New York,2011-05-22,8.384016202330443,spring
New York,2011-05-23,8.610021600617818,spring
New York,2011-05-24,2.0002875842603753,spring
New York,2011-05-25,8.546417974808348,spring
New York,2011-05-26,3.7098420057500414,spring
New York,2011-05-27,6.708577440574958,spring
New York,2011-05-28,13.870258534810167,spring
New York,2011-05-29,12.648360886839665,spring
New York,2011-05-30,-1.1566342478375962,spring
New York,2011-05-31,21.350143572259025,spring
New York,2011-06-01,32.59376792150012,summer
New York,2011-06-02,25.2974143701393,summer
New York,2011-06-03,31.576608470994632,summer
New York,2011-06-04,25.52166850894749,summer
New York,2011-06-05,27.385527454873124,summer
New York,2011-06-06,22.084204874084413,summer
New York,2011-06-07,27.252914137377758,summer
New York,2011-06-08,26.062288210073458,summer
New York,2011-06-09,23.518534860481594,summer
New York,2011-06-10,28.830234012314193,summer
New York,2011-06-11,23.11032634919604,summer
New York,2011-06-12,19.447844799289022,summer
New York,2011-06-13,27.566604477485054,summer
New York,2011-06-14,16.11827720865361,summer
New York,2011-06-15,30.09737234488756,summer
New York,2011-06-16,24.03017305078325,summer
New York,2011-06-17,28.848620316465173,summer
New York,2011-06-18,22.676487782317977,summer
New York,2011-06-19,21.63686855972606,summer
New York,2011-06-20,28.192223947039558,summer
New York,2011-06-21,27.08549448809571,summer
New York,2011-06-22,25.141278181405717,summer
New York,2011-06-23,19.827060834150274,summer
New York,2011-06-24,31.74965675786526,summer
New York,2011-06-25,18.493381375138327,summer
New York,2011-06-26,21.158991883677402,summer
New York,2011-06-27,17.707574376679624,summer
New York,2011-06-28,24.40199472578269,summer
New York,2011-06-29,26.639710243346418,summer
New York,2011-06-30,32.53703107931914,summer
New York,2011-07-01,14.462584490448052,summer
New York,2011-07-02,24.212636082484764,summer
New York,2011-07-03,18.78503701843523,summer
New York,2011-07-04,31.660441374608144,summer
New York,2011-07-05,33.9512373050049,summer
New York,2011-07-06,20.95020375536687,summer
New York,2011-07-07,22.387288490357577,summer
New York,2011-07-08,19.580006313524116,summer
New York,2011-07-09,13.589466709357731,summer
New York,2011-07-10,15.847657018586869,summer
New York,2011-07-11,25.23261493559423,summer
New York,2011-07-12,26.158213567836274,summer
New York,2011-07-13,37.655743280620754,summer
New York,2011-07-14,23.64212627766716,summer
New York,2011-07-15,27.867294087871795,summer
New York,2011-07-16,15.953032875900073,summer
New York,2011-07-17,18.116700114625363,summer
New York,2011-07-18,17.319022767983682,summer
New York,2011-07-19,22.343009106321524,summer
New York,2011-07-20,24.05994517185021,summer
New York,2011-07-21,29.615438225673202,summer
New York,2011-07-22,21.733446439933864,summer
New York,2011-07-23,23.405716466332876,summer
New York,2011-07-24,29.7462829125324,summer
New York,2011-07-25,27.47772556223091,summer
New York,2011-07-26,19.965026089051882,summer
New York,2011-07-27,28.416909468515207,summer
New York,2011-07-28,24.713695132990544,summer
New York,2011-07-29,27.397919949828832,summer
New York,2011-07-30,24.951592763816254,summer
New York,2011-07-31,32.002548323526284,summer
New York,2011-08-01,29.65645136345013,summer
New York,2011-08-02,22.734660243073883,summer
New York,2011-08-03,23.63008420564886,summer
New York,2011-08-04,23.514189128671802,summer
New York,2011-08-05,19.228369653913788,summer
New York,2011-08-06,16.28068579446606,summer
New York,2011-08-07,31.534297418175356,summer
New York,2011-08-08,17.601314032611878,summer
New York,2011-08-09,23.816074357401355,summer
New York,2011-08-10,14.72159101727214,summer
New York,2011-08-11,19.94831584956449,summer
New York,2011-08-12,21.05061105245991,summer
New York,2011-08-13,14.360811090867236,summer
New York,2011-08-14,22.719614780800818,summer
New York,2011-08-15,23.1798783697052,summer
New York,2011-08-16,31.922859653835637,summer
New York,2011-08-17,18.484159204532066,summer
New York,2011-08-18,30.109405172650714,summer
New York,2011-08-19,25.595479957570564,summer
New York,2011-08-20,26.26643106905465,summer
New York,2011-08-21,26.22176590373473,summer
New York,2011-08-22,14.034544895093317,summer
New York,2011-08-23,27.542579648918224,summer
New York,2011-08-24,27.001627856890085,summer
New York,2011-08-25,31.50218531045089,summer
New York,2011-08-26,23.739814875446495,summer
New York,2011-08-27,22.630540094441095,summer
New York,2011-08-28,25.107625361773994,summer
New York,2011-08-29,20.968767622948295,summer
New York,2011-08-30,24.13064574803278,summer
New York,2011-08-31,25.722019074966223,summer
New York,2011-09-01,20.008283020030987,autumn
New York,2011-09-02,8.150968980901059,autumn
New York,2011-09-03,17.944969256607425,autumn
New York,2011-09-04,14.153698534468866,autumn
New York,2011-09-05,13.278735448381148,autumn
New York,2011-09-06,17.892979851747516,autumn
New York,2011-09-07,9.018228258395846,autumn
New York,2011-09-08,14.60857059655498,autumn
New York,2011-09-09,17.15143491914659,autumn
New York,2011-09-10,19.26738837716286,autumn
New York,2011-09-11,10.69915916495334,autumn
New York,2011-09-12,16.011730167815717,autumn
New York,2011-09-13,23.443500721368316,autumn
New York,2011-09-14,7.242774226019506,autumn
New York,2011-09-15,7.6859550834210735,autumn
New York,2011-09-16,14.508455495491583,autumn
New York,2011-09-17,8.270080525575327,autumn
New York,2011-09-18,6.082856337648229,autumn
New York,2011-09-19,12.319906787053077,autumn
New York,2011-09-20,22.414495389584545,autumn
New York,2011-09-21,18.79049249209595,autumn
New York,2011-09-22,3.361411917549484,autumn
New York,2011-09-23,12.951915771909082,autumn
New York,2011-09-24,10.726430523369313,autumn
New York,2011-09-25,19.144662432092147,autumn
New York,2011-09-26,27.174048002435562,autumn
New York,2011-09-27,12.967598131907184,autumn
New York,2011-09-28,21.089477609892405,autumn
New York,2011-09-29,12.174952369557717,autumn
New York,2011-09-30,14.645526731994325,autumn
New York,2011-10-01,25.41925981354636,autumn
New York,2011-10-02,14.802597618808973,autumn
New York,2011-10-03,21.15763089875404,autumn
New York,2011-10-04,18.39591336581272,autumn
New York,2011-10-05,14.667492479196,autumn
New York,2011-10-06,17.416419680546444,autumn
New York,2011-10-07,18.664161001074223,autumn
New York,2011-10-08,17.263061925488916,autumn
New York,2011-10-09,13.107161915761212,autumn
New York,2011-10-10,7.172762744458243,autumn
New York,2011-10-11,14.527255260032597,autumn
New York,2011-10-12,16.32998627887538,autumn
